4.194	1640.690
57.886	1661.040
127.676	1691.998
189.399	1716.964
252.814	1749.636
303.704	1786.303
345.718	1821.953
382.653	1872.432
415.659	1919.518
457.484	1971.843
493.366	2021.738
531.938	2108.826
549.297	2186.965
561.991	2254.515
581.136	2326.813
594.281	2397.698
586.571	2467.828
586.834	2541.747
577.694	2609.541
554.694	2685.551
527.331	2753.119
495.228	2830.428
462.900	2880.135
417.746	2970.540
374.717	3021.150
323.075	3082.086
270.304	3143.512
222.874	3186.171
156.638	3241.058
117.784	3266.835
64.788	3309.587
19.126	3332.820
1361.356	2679.314
1385.766	2706.579
1407.206	2728.172
1461.030	2742.643
1524.745	2737.593
1575.974	2722.369
1598.466	2699.833
1613.211	2676.318
1609.825	2630.456
1588.367	2585.423
1552.654	2544.233
1496.122	2525.504
1427.987	2521.115
1381.328	2532.909
1355.375	2581.428
1345.615	2631.775
3069.896	1791.504
3019.344	1848.652
2961.854	1916.334
2900.977	1988.877
2832.146	2057.934
2781.143	2120.320
2740.521	2189.000
2694.972	2279.180
2639.964	2392.723
2601.674	2477.966
2582.980	2569.351
2605.661	2633.433
2652.846	2688.339
2706.538	2731.940
2752.238	2753.929
2814.919	2774.543
2885.744	2773.393
2946.583	2762.559
3015.169	2747.108
3065.458	2724.686
