880.998	877.360
835.167	908.985
767.116	960.671
708.916	1011.817
652.140	1078.027
602.453	1127.032
546.302	1193.869
501.792	1250.657
469.078	1308.734
440.534	1369.911
413.709	1429.173
405.179	1499.336
412.719	1536.690
446.458	1568.454
514.127	1605.077
579.363	1637.781
616.508	1653.663
708.012	1692.759
782.023	1720.047
877.367	1762.887
973.059	1793.763
1062.618	1815.584
1140.641	1830.978
1208.779	1835.680
1278.498	1834.618
1342.015	1823.211
1407.130	1811.456
1472.662	1804.212
1531.592	1802.993
1615.713	1804.212
1673.184	1813.476
1721.238	1827.077
1801.711	1836.481
1871.343	1824.813
1978.571	1780.145
2043.304	1736.052
2125.775	1686.716
2189.691	1643.250
2240.664	1589.909
2278.069	1547.696
2300.341	1496.358
2271.276	1445.438
2231.699	1414.302
2199.976	1385.707
2194.104	1348.266
2182.064	1307.899
2114.187	1249.874
2062.571	1201.566
2005.187	1159.579
1948.359	1115.712
1908.435	1085.446
1869.953	1046.402
1815.627	978.538
1772.681	940.383
1728.083	903.203
1672.645	863.237
1630.602	819.944
1565.904	795.616
1482.478	777.540
1420.455	781.406
1341.997	790.566
1220.124	819.805
1271.879	808.085
1155.756	826.910
1083.709	828.007
1039.390	828.007
980.877	835.182
924.084	851.081
1204.453	14.541
1235.621	42.840
1281.208	67.412
1336.247	84.495
1381.834	95.344
1431.452	114.344
1489.844	131.863
1539.948	142.416
1604.038	142.242
1693.250	145.272
1783.834	154.066
1870.631	162.947
1954.578	179.230
2018.304	202.949
2081.925	231.630
2155.448	276.647
2219.191	322.099
2288.719	361.386
2369.400	432.907
2450.255	509.513
2503.713	562.419
2548.292	623.996
2594.071	681.934
2637.782	746.264
2682.014	791.036
2743.933	840.894
2823.606	875.357
2886.862	895.837
2954.792	911.701
3026.300	926.277
3121.853	957.014
3186.864	980.959
3252.083	1000.689
3320.655	1033.533
3401.041	1078.306
3445.760	1118.847
3455.177	1156.776
3396.160	1184.865
3343.970	1208.061
3252.031	1234.462
3163.688	1255.794
3071.766	1267.166
2999.632	1285.538
2926.873	1308.421
2852.707	1362.441
2805.764	1406.656
2761.462	1443.488
2741.622	1496.045
2711.306	1559.817
2679.200	1612.060
2638.286	1683.616
2613.546	1779.361
2605.346	1848.392
2616.048	1896.596
2658.404	1956.188
2703.366	1986.594
2735.976	2035.041
2764.572	2059.805
2808.996	2092.282
2859.031	2136.080
2915.042	2158.405
2949.754	2190.378
3015.338	2238.407
3064.660	2284.208
3087.419	2318.932
3109.448	2353.726
3122.565	2387.598
3101.231	2427.895
3039.243	2465.579
2974.667	2496.125
2882.224	2531.946
2829.148	2559.810
2745.375	2585.165
2641.552	2615.588
2553.939	2650.086
2499.126	2667.483
2430.067	2691.811
