105.898	15.087
90.018	67.377
65.519	121.507
40.122	160.790
23.215	192.730
18.979	292.674
40.379	336.390
66.069	386.049
92.237	449.508
114.553	516.775
153.483	619.166
178.257	692.891
205.488	771.197
216.821	859.642
215.225	937.580
202.187	1009.539
180.384	1077.395
159.040	1136.805
125.446	1198.516
95.813	1257.522
66.876	1328.119
56.919	1385.763
59.193	1428.909
96.124	1416.232
146.130	1374.374
195.274	1332.535
239.449	1295.037
302.584	1258.718
366.068	1239.951
423.354	1226.942
479.374	1229.739
524.704	1249.978
559.784	1294.099
627.577	1335.000
678.133	1359.949
742.112	1371.817
814.673	1358.716
869.831	1348.781
953.248	1347.438
1010.644	1349.867
1099.708	1369.609
1193.320	1407.290
1284.017	1460.114
1358.283	1515.661
1444.303	1588.264
1509.236	1654.721
1580.146	1718.934
1656.613	1778.786
1728.367	1841.269
1802.083	1889.990
1840.059	1907.929
1876.147	1911.609
1911.942	1884.709
1952.394	1838.712
1991.617	1795.290
2044.942	1751.905
2092.546	1726.422
2158.689	1719.155
2227.344	1708.133
2271.684	1695.917
2332.563	1677.720
2397.221	1658.198
2444.128	1633.562
2481.518	1606.092
2515.442	1590.747
2568.950	1595.826
2609.549	1612.274
2686.694	1639.450
2738.552	1653.323
2805.410	1672.145
2866.363	1688.833
2965.476	1728.372
3046.692	1769.549
3103.336	1805.373
3168.085	1859.226
3229.460	1915.013
3268.409	1949.308
3311.428	1977.477
3390.554	2015.085
3461.024	2049.289
3535.767	2093.061
3584.948	2133.483
3646.066	2176.408
