4001.005	244.186
3951.033	269.374
3858.116	301.569
3790.988	331.337
3706.904	359.572
3639.339	399.652
3552.997	429.220
3512.603	448.402
3454.089	464.810
3390.822	476.674
3335.112	473.297
3276.434	462.510
3226.260	444.533
3162.792	422.704
3099.507	402.281
3039.390	376.455
2986.066	344.862
2947.603	322.868
2910.633	312.082
2842.667	328.234
2763.118	363.569
2691.219	398.612
2613.436	435.133
2530.099	475.779
2445.196	509.837
2349.603	550.537
2251.223	579.977
2200.631	592.698
2130.771	597.316
2076.099	588.975
1996.969	578.024
1934.412	549.953
1849.236	531.337
1771.854	509.873
1718.986	481.036
1645.174	463.332
1561.072	451.432
1447.686	453.695
1337.287	452.308
1236.812	450.556
1148.504	441.923
1057.208	448.749
974.054	456.780
872.469	483.883
791.099	517.466
736.427	544.350
688.621	582.258
644.221	644.551
627.139	689.267
634.241	753.621
679.242	803.503
745.369	861.871
800.332	907.536
857.353	943.911
914.319	978.607
952.855	1019.217
989.843	1050.336
1031.621	1076.782
1103.922	1122.101
1151.126	1160.739
1208.530	1205.017
1273.363	1241.702
1365.187	1288.043
1442.405	1327.484
1501.010	1356.760
1581.433	1406.641
1662.748	1436.847
1710.299	1464.243
1763.040	1466.542
1822.520	1458.512
1888.282	1463.640
1945.503	1473.825
2022.848	1477.311
2092.818	1475.066
2137.946	1480.194
2196.242	1486.418
2266.721	1492.551
2325.327	1509.616
2388.030	1534.602
2456.178	1562.344
2510.759	1591.036
2573.061	1625.531
2633.797	1664.060
2686.739	1701.621
2742.903	1739.730
2792.749	1774.226
2835.455	1803.610
2888.506	1832.010
2915.204	1859.442
2961.134	1893.152
2965.268	1927.319
2960.970	1984.427
2937.823	2008.684
2903.348	2035.185
2841.501	2055.353
2766.852	2072.656
2674.445	2098.864
2583.642	2123.066
2479.980	2155.517
2375.136	2189.575
2280.945	2209.249
2201.869	2231.352
2136.908	2233.962
2045.686	2234.455
1966.228	2239.365
1876.863	2247.833
1788.118	2256.630
1729.694	2253.966
1661.692	2259.039
1609.989	2272.947
1548.160	2271.450
1487.788	2274.535
1423.191	2282.493
1352.584	2303.993
1254.423	2337.521
1168.154	2360.335
1080.519	2390.852
1008.292	2426.022
935.700	2445.971
856.697	2474.334
818.307	2493.260
727.649	2524.635
661.085	2560.499
607.743	2590.869
556.095	2628.303
501.569	2653.490
454.910	2693.935
405.320	2733.687
