X	Y	Z
2663.92600000000	2.47800000000000	500
2618.02700000000	41.9600000000000	500
2566.79400000000	93.8850000000000	500
2509.31500000000	141.748000000000	500
2455.20500000000	188.536000000000	500
2387.49400000000	230.677000000000	500
2312.28200000000	266.479000000000	500
2215.55100000000	304.139000000000	500
2117.72600000000	350.999000000000	500
2005.97400000000	389.005000000000	500
1888.65000000000	428.833000000000	500
1773.29200000000	467.950000000000	500
1684.68100000000	508.033000000000	500
1629.44200000000	536.219000000000	500
1579.79200000000	565.571000000000	500
1575.40400000000	599.076000000000	500
1597.72600000000	630.141000000000	500
1644.28000000000	660.731000000000	500
1713.73900000000	696.678000000000	500
1771.92700000000	729.273000000000	500
1817.97200000000	759.353000000000	500
1873.28400000000	801.094000000000	500
1948.64100000000	869.090000000000	500
1991.95500000000	933.095000000000	500
2030.38900000000	992.199000000000	500
2071.08100000000	1057.80800000000	500
2133.23800000000	1151.60200000000	500
2179.73800000000	1227.28500000000	500
2222.99700000000	1289.12300000000	500
2276.76100000000	1364.95200000000	500
2318.74600000000	1418.06200000000	500
2360.47600000000	1474.06900000000	500
2384.70900000000	1504.07700000000	500
2411.54500000000	1513.76900000000	500
2427.85800000000	1488.08000000000	500
2431.20800000000	1418.99100000000	500
2444.82700000000	1353.58300000000	500
2454.55000000000	1290.43400000000	500
2464.39900000000	1203.38200000000	500
2472.08300000000	1131.23200000000	500
2492.65600000000	1056.45900000000	500
2508.75000000000	973.378000000000	500
2523.78900000000	894.160000000000	500
2547.27600000000	808.036000000000	500
2578.62800000000	724.864000000000	500
2632.55600000000	657.652000000000	500
2701.37700000000	597.036000000000	500
2754.17700000000	551.341000000000	500
2828.93300000000	478.663000000000	500
2893.36600000000	423.877000000000	500
2947.44000000000	383.339000000000	500
2991.53700000000	353.951000000000	500
3019.97600000000	329.409000000000	500
2424.05300000000	8.39900000000000	600
2353.61200000000	57.6830000000000	600
2291.36300000000	101.592000000000	600
2205.44600000000	132.347000000000	600
2122.97000000000	158.765000000000	600
2032.71900000000	187.789000000000	600
1939.31900000000	208.559000000000	600
1865.20000000000	223.444000000000	600
1771.47200000000	248.751000000000	600
1693.14700000000	264.511000000000	600
1611.63600000000	293.863000000000	600
1527.70300000000	322.340000000000	600
1454.64000000000	352.876000000000	600
1364.69900000000	375.960000000000	600
1281.49400000000	402.251000000000	600
1195.57700000000	423.950000000000	600
1146.01800000000	438.344000000000	600
1080.83900000000	464.343000000000	600
1040.27400000000	493.494000000000	600
1010.43300000000	524.504000000000	600
1014.14800000000	562.346000000000	600
1024.94400000000	580.948000000000	600
1049.79600000000	604.506000000000	600
1093.16400000000	629.412000000000	600
1173.69300000000	672.647000000000	600
1256.71500000000	726.376000000000	600
1309.24100000000	761.175000000000	600
1382.12200000000	806.997000000000	600
1444.53500000000	852.546000000000	600
1518.76300000000	907.915000000000	600
1582.54100000000	972.376000000000	600
1636.05100000000	1026.76100000000	600
1692.72800000000	1093.88200000000	600
1730.25200000000	1152.84000000000	600
1776.80600000000	1217.48400000000	600
1822.05000000000	1292.62100000000	600
1882.15000000000	1396.21700000000	600
1917.28900000000	1461.86200000000	600
1954.46700000000	1540.18800000000	600
1976.24200000000	1614.39600000000	600
2003.11500000000	1687.60200000000	600
2017.64400000000	1769.17100000000	600
2018.37200000000	1851.48600000000	600
2001.84100000000	1942.78500000000	600
1988.45900000000	2006.77100000000	600
1967.75800000000	2059.26200000000	600
1957.94400000000	2123.85000000000	600
1937.29800000000	2213.96400000000	600
1918.21800000000	2297.42700000000	600
1889.56000000000	2355.25700000000	600
1860.04700000000	2393.09800000000	600
1774.67600000000	2432.07000000000	600
1730.87100000000	2439.10300000000	600
1821.57700000000	2417.13000000000	600
1655.00400000000	2422.70500000000	600
1590.93500000000	2413.12100000000	600
1539.41000000000	2418.04100000000	600
1487.26600000000	2424.94600000000	600
1406.21000000000	2432.98100000000	600
1315.83200000000	2438.95700000000	600
1266.31000000000	2448.24900000000	600
1213.32800000000	2461.80400000000	600
1147.74800000000	2467.48900000000	600
1088.23000000000	2474.01100000000	600
1021.99500000000	2474.77600000000	600
943.233000000000	2487.60300000000	600
881.111000000000	2508.39100000000	600
825.690000000000	2523.78700000000	600
759.582000000000	2541.44100000000	600
697.261000000000	2555.54300000000	600
635.849000000000	2569.88300000000	600
581.666000000000	2573.39900000000	600
514.812000000000	2584.27600000000	600
437.488000000000	2623.88500000000	600
377.005000000000	2666.81000000000	600
327.283000000000	2705.61800000000	600
274.229000000000	2737.81200000000	600
226.618000000000	2765.57800000000	600
183.286000000000	2801.63500000000	600
181.848000000000	2840.26000000000	600
207.738000000000	2870.24900000000	600
240.729000000000	2891.42000000000	600
289.377000000000	2920.29800000000	600
332.326000000000	2938.24400000000	600
417.606000000000	2966.68600000000	600
492.763000000000	2988.02000000000	600
566.409000000000	3005.96700000000	600
628.166000000000	3016.33300000000	600
685.499000000000	3000.10000000000	600
769.905000000000	2993.79600000000	600
833.592000000000	2986.61700000000	600
930.415000000000	2977.18000000000	600
1001.96700000000	2966.48500000000	600
1061.32100000000	2961.65700000000	600
1151.55300000000	2955.17100000000	600
1212.36300000000	2948.17400000000	600
1275.17700000000	2950.67000000000	600
1316.90600000000	2963.40600000000	600
1405.79100000000	2974.64700000000	600
1467.56600000000	2988.94900000000	600
1538.75400000000	2994.34300000000	600
1621.24900000000	3011.05000000000	600
1687.30200000000	3020.50600000000	600
1762.69600000000	3039.16300000000	600
1831.88200000000	3053.13700000000	600
1891.50800000000	3070.50000000000	600
1965.11800000000	3072.15800000000	600
2054.42200000000	3069.97200000000	600
2155.34100000000	3066.07300000000	600
2254.85900000000	3066.05500000000	600
2330.99900000000	3059.20400000000	600
2401.96800000000	3051.82500000000	600
2475.14100000000	3020.30600000000	600
2560.58500000000	2977.43500000000	600
2644.97300000000	2930.48300000000	600
2715.30500000000	2872.61800000000	600
2764.77300000000	2829.76600000000	600
2815.97000000000	2772.59300000000	600
2877.87300000000	2695.92500000000	600
2923.07900000000	2616.88800000000	600
2954.97800000000	2540.65800000000	600
2966.63000000000	2462.60600000000	600
2950.04400000000	2405.83300000000	600
2936.60700000000	2348.44200000000	600
2899.41100000000	2283.47100000000	600
2868.64200000000	2236.64700000000	600
2841.55000000000	2173.71700000000	600
2822.48800000000	2104.11800000000	600
2819.88500000000	2044.46800000000	600
2812.47400000000	1986.63900000000	600
2810.90800000000	1917.40500000000	600
2790.77200000000	1858.88400000000	600
2763.08000000000	1795.15200000000	600
2746.82100000000	1722.60100000000	600
2739.42900000000	1647.75600000000	600
2727.08500000000	1535.63300000000	600
2718.25500000000	1470.04200000000	600
2709.44300000000	1366.10000000000	600
2701.72300000000	1315.30400000000	600
2689.12400000000	1223.16800000000	600
2681.33100000000	1158.19700000000	600
2681.22200000000	1086.12100000000	600
2675.92400000000	1016.26700000000	600
2688.57800000000	921.361000000000	600
2724.50000000000	849.923000000000	600
2752.86600000000	786.118000000000	600
2815.98800000000	712.001000000000	600
2869.31500000000	660.622000000000	600
2916.52500000000	624.438000000000	600
2959.58400000000	594.266000000000	600
2997.09000000000	573.496000000000	600
3030.11700000000	532.757000000000	600
1943.45200000000	6.23100000000000	700
1900.17500000000	43.3990000000000	700
1849.74200000000	77.6880000000000	700
1782.88700000000	102.867000000000	700
1707.63900000000	107.841000000000	700
1642.76900000000	112.651000000000	700
1554.30300000000	107.951000000000	700
1482.40500000000	112.742000000000	700
1404.68000000000	122.253000000000	700
1297.18800000000	153.718000000000	700
1165.48100000000	194.475000000000	700
1011.72600000000	250.373000000000	700
866.655000000000	301.223000000000	700
770.925000000000	347.355000000000	700
695.859000000000	392.740000000000	700
621.903000000000	422.055000000000	700
575.822000000000	452.209000000000	700
501.466000000000	479.101000000000	700
444.243000000000	500.891000000000	700
420.010000000000	523.611000000000	700
401.785000000000	563.366000000000	700
399.873000000000	604.761000000000	700
422.158000000000	631.653000000000	700
456.386000000000	659.055000000000	700
547.110000000000	694.820000000000	700
636.705000000000	738.036000000000	700
722.386000000000	788.760000000000	700
790.406000000000	836.641000000000	700
884.079000000000	892.975000000000	700
990.788000000000	941.148000000000	700
1077.57900000000	994.094000000000	700
1161.33000000000	1042.63000000000	700
1242.78700000000	1092.71600000000	700
1281.23900000000	1122.35900000000	700
1338.08000000000	1153.60600000000	700
1395.26800000000	1203.10800000000	700
1450.85300000000	1244.10200000000	700
1502.79600000000	1296.48300000000	700
1535.05800000000	1342.32300000000	700
1592.39100000000	1403.97800000000	700
1654.03900000000	1474.90700000000	700
1698.06300000000	1541.35400000000	700
1732.80100000000	1597.59700000000	700
1761.96800000000	1649.17700000000	700
1779.72000000000	1698.33300000000	700
1790.93500000000	1759.25900000000	700
1780.59300000000	1830.82500000000	700
1767.75800000000	1866.26200000000	700
1736.04200000000	1936.86300000000	700
1697.46200000000	1987.49500000000	700
1656.93400000000	2064.85500000000	700
1600.73000000000	2122.77500000000	700
1544.70800000000	2165.37200000000	700
1457.17000000000	2193.86800000000	700
1358.85400000000	2205.16400000000	700
1262.06800000000	2223.27400000000	700
1162.04000000000	2241.82200000000	700
1055.56800000000	2254.32000000000	700
989.587000000000	2268.89600000000	700
911.407000000000	2283.47100000000	700
805.117000000000	2305.62600000000	700
699.209000000000	2317.99700000000	700
613.073000000000	2336.41700000000	700
513.209000000000	2357.80700000000	700
399.163000000000	2393.80900000000	700
304.743000000000	2420.75500000000	700
221.739000000000	2446.39000000000	700
168.721000000000	2475.57800000000	700
111.316000000000	2506.95200000000	700
64.2880000000000	2536.79600000000	700
26.1990000000000	2561.99300000000	700
2.64000000000000	3009.50100000000	700
32.7900000000000	3034.73500000000	700
60.8280000000000	3058.20200000000	700
93.7640000000000	3095.02400000000	700
128.211000000000	3133.23000000000	700
171.106000000000	3152.34200000000	700
218.334000000000	3174.47900000000	700
257.479000000000	3189.76500000000	700
318.271000000000	3209.35200000000	700
392.681000000000	3238.79400000000	700
448.976000000000	3245.04300000000	700
512.153000000000	3254.09800000000	700
592.518000000000	3247.86700000000	700
687.156000000000	3239.06700000000	700
756.523000000000	3243.78600000000	700
827.547000000000	3239.63200000000	700
875.486000000000	3247.22900000000	700
917.689000000000	3247.92200000000	700
976.023000000000	3246.53700000000	700
1089.99600000000	3240.88900000000	700
1186.14600000000	3236.55300000000	700
1278.49000000000	3246.19100000000	700
1375.93200000000	3271.27900000000	700
1429.31400000000	3275.03300000000	700
1493.72900000000	3284.14300000000	700
1542.83300000000	3301.88800000000	700
1613.38300000000	3317.33800000000	700
1690.32500000000	3334.48300000000	700
1750.80700000000	3340.93300000000	700
1827.27500000000	3349.84200000000	700
1915.15900000000	3365.21900000000	700
1984.65400000000	3369.08200000000	700
2050.34300000000	3371.57800000000	700
2127.43000000000	3351.15400000000	700
2174.67700000000	3333.66300000000	700
2230.86200000000	3312.27300000000	700
2318.09100000000	3278.60400000000	700
2368.59600000000	3259.12700000000	700
2430.20700000000	3234.65800000000	700
2493.78500000000	3211.48300000000	700
2551.40900000000	3197.50900000000	700
2600.49400000000	3177.41300000000	700
2684.82700000000	3163.94800000000	700
3030.73600000000	1857.62600000000	700
3014.14900000000	1806.94000000000	700
2989.53400000000	1725.89900000000	700
2965.75600000000	1670.27500000000	700
2939.02900000000	1590.32800000000	700
2923.89900000000	1528.45400000000	700
2914.12200000000	1468.98600000000	700
2905.82000000000	1405.76400000000	700
2895.46000000000	1331.48300000000	700
2882.11500000000	1237.06900000000	700
2882.77000000000	1155.35500000000	700
2879.96600000000	1089.98300000000	700
2887.72200000000	1027.63600000000	700
2895.29600000000	974.107000000000	700
2921.00400000000	937.085000000000	700
2936.40700000000	895.435000000000	700
2964.42700000000	856.682000000000	700
3004.80900000000	801.477000000000	700
923.660000000000	9.16400000000000	800
895.240000000000	43.6720000000000	800
851.416000000000	75.5750000000000	800
784.525000000000	94.0670000000000	800
733.219000000000	104.507000000000	800
665.017000000000	118.135000000000	800
621.776000000000	137.430000000000	800
589.714000000000	167.037000000000	800
515.321000000000	208.978000000000	800
458.662000000000	234.412000000000	800
417.861000000000	264.147000000000	800
339.736000000000	282.913000000000	800
273.246000000000	297.671000000000	800
200.947000000000	304.958000000000	800
138.516000000000	326.621000000000	800
72.3530000000000	339.065000000000	800
20.7740000000000	350.125000000000	800
6.93700000000000	671.043000000000	800
40.1090000000000	703.529000000000	800
77.6510000000000	728.653000000000	800
127.902000000000	755.873000000000	800
187.601000000000	784.405000000000	800
246.027000000000	809.949000000000	800
284.188000000000	841.050000000000	800
347.474000000000	878.637000000000	800
385.708000000000	907.241000000000	800
435.449000000000	932.676000000000	800
485.954000000000	967.566000000000	800
538.171000000000	996.062000000000	800
590.242000000000	1021.91500000000	800
661.867000000000	1052.36000000000	800
699.081000000000	1070.08700000000	800
727.684000000000	1088.28900000000	800
745.053000000000	1107.25500000000	800
797.215000000000	1134.76700000000	800
836.979000000000	1151.21900000000	800
908.804000000000	1175.19600000000	800
978.444000000000	1204.78400000000	800
1049.01300000000	1237.52500000000	800
1126.77400000000	1279.68500000000	800
1189.80500000000	1321.80800000000	800
1243.29700000000	1364.05900000000	800
1292.09000000000	1406.29200000000	800
1348.76800000000	1458.98300000000	800
1393.73800000000	1506.24500000000	800
1426.32800000000	1549.42500000000	800
1454.22100000000	1599.82000000000	800
1484.60800000000	1661.51100000000	800
1501.59400000000	1718.61100000000	800
1501.55800000000	1783.60000000000	800
1460.66600000000	1837.38500000000	800
1423.26900000000	1885.28400000000	800
1370.57900000000	1931.30600000000	800
1330.74300000000	1954.35400000000	800
1261.55800000000	1985.30900000000	800
1190.84300000000	2010.25100000000	800
1118.08900000000	2001.03200000000	800
1026.51000000000	1997.04200000000	800
948.858000000000	1988.13300000000	800
883.642000000000	1983.85100000000	800
793.938000000000	1985.38200000000	800
719.309000000000	1998.91900000000	800
649.450000000000	2008.41100000000	800
557.816000000000	2019.54300000000	800
459.919000000000	2040.76900000000	800
372.818000000000	2045.47000000000	800
306.964000000000	2062.92400000000	800
244.989000000000	2061.13900000000	800
166.737000000000	2086.90100000000	800
95.0390000000000	2106.32300000000	800
50.8880000000000	2123.01200000000	800
7.59200000000000	2132.63200000000	800
5.04300000000000	3357.42100000000	800
38.6530000000000	3375.55000000000	800
67.8560000000000	3390.89000000000	800
107.001000000000	3400.96600000000	800
166.172000000000	3409.31100000000	800
236.377000000000	3421.99100000000	800
280.109000000000	3432.37600000000	800
348.366000000000	3446.13200000000	800
413.382000000000	3451.30600000000	800
484.188000000000	3464.55200000000	800
562.204000000000	3480.38500000000	800
592.099000000000	3492.33700000000	800
647.811000000000	3485.97900000000	800
707.766000000000	3482.73500000000	800
787.529000000000	3473.15200000000	800
833.155000000000	3472.02200000000	800
882.823000000000	3463.40500000000	800
956.888000000000	3463.47700000000	800
1015.11200000000	3459.03100000000	800
1084.95300000000	3456.20700000000	800
1142.52300000000	3469.14300000000	800
1203.04200000000	3475.95800000000	800
1274.41200000000	3487.14400000000	800
1350.66100000000	3503.43200000000	800
1420.08300000000	3523.38300000000	800
1511.31700000000	3551.05800000000	800
1586.25500000000	3584.43700000000	800
1669.05900000000	3620.71100000000	800
1755.04900000000	3643.86900000000	800
1821.24900000000	3669.46800000000	800
1889.26900000000	3679.39700000000	800
1930.88900000000	3687.08600000000	800
1992.41000000000	3683.47800000000	800
2048.57700000000	3665.71400000000	800
2145.14600000000	3641.35400000000	800
2223.87100000000	3616.28400000000	800
2302.43300000000	3583.78100000000	800
2383.98000000000	3558.54700000000	800
2433.28400000000	3538.87000000000	800
8.46600000000000	3569.78800000000	900
81.4380000000000	3588.88200000000	900
139.044000000000	3589.90200000000	900
206.373000000000	3601.81800000000	900
271.188000000000	3623.08000000000	900
313.391000000000	3641.00900000000	900
354.502000000000	3661.52400000000	900
392.135000000000	3675.24300000000	900
443.988000000000	3677.64800000000	900
506.710000000000	3682.67600000000	900
569.122000000000	3692.36900000000	900
631.079000000000	3697.06900000000	900
675.504000000000	3720.35400000000	900
721.894000000000	3738.68300000000	900
790.369000000000	3762.02300000000	900
834.757000000000	3779.00300000000	900
907.111000000000	3779.47700000000	900
975.495000000000	3767.05100000000	900
1030.86100000000	3763.17000000000	900
1087.93900000000	3765.57500000000	900
1137.95300000000	3785.01500000000	900
1167.10200000000	3795.98400000000	900
11.2520000000000	957.436000000000	900
69.1850000000000	1000.74400000000	900
143.596000000000	1055.20200000000	900
211.689000000000	1085.57400000000	900
266.072000000000	1112.70300000000	900
305.890000000000	1140.39600000000	900
353.355000000000	1176.67200000000	900
438.981000000000	1213.54800000000	900
513.865000000000	1244.50300000000	900
582.795000000000	1270.66600000000	900
631.662000000000	1293.51400000000	900
729.159000000000	1316.47000000000	900
808.194000000000	1344.78300000000	900
890.306000000000	1386.12300000000	900
940.756000000000	1413.92600000000	900
999.382000000000	1451.33100000000	900
1049.43200000000	1484.72700000000	900
1093.01900000000	1507.59300000000	900
1160.25600000000	1548.97000000000	900
1205.57200000000	1587.24900000000	900
1244.22500000000	1651.23500000000	900
1265.80000000000	1719.06700000000	900
1275.83200000000	1762.17400000000	900
1234.48500000000	1810.74700000000	900
1183.54200000000	1831.28100000000	900
1104.19800000000	1821.77000000000	900
1037.43400000000	1804.49800000000	900
958.781000000000	1791.08900000000	900
889.213000000000	1777.93400000000	900
812.818000000000	1759.24100000000	900
723.114000000000	1741.85900000000	900
638.854000000000	1752.80900000000	900
550.478000000000	1777.07800000000	900
497.060000000000	1794.45900000000	900
415.258000000000	1803.87900000000	900
315.776000000000	1811.84100000000	900
258.516000000000	1808.28800000000	900
207.265000000000	1811.00300000000	900
164.752000000000	1801.25500000000	900
106.782000000000	1795.38900000000	900
44.5330000000000	1793.02000000000	900
21.7210000000000	1796.95500000000	900
-5.66200000000000	1180.82600000000	1000
56.8780000000000	1203.76400000000	1000
113.045000000000	1250.27800000000	1000
169.559000000000	1283.74800000000	1000
213.054000000000	1309.43700000000	1000
264.415000000000	1337.04000000000	1000
330.524000000000	1372.44000000000	1000
386.436000000000	1405.60000000000	1000
443.860000000000	1444.55300000000	1000
469.950000000000	1486.93200000000	1000
472.845000000000	1539.02100000000	1000
429.495000000000	1578.77600000000	1000
347.420000000000	1602.73500000000	1000
258.626000000000	1610.02300000000	1000
206.937000000000	1615.10600000000	1000
116.104000000000	1612.10000000000	1000
64.5790000000000	1617.18300000000	1000
13.8190000000000	1597.70700000000	1000
