1943.452	6.231
1900.175	43.399
1849.742	77.688
1782.887	102.867
1707.639	107.841
1642.769	112.651
1554.303	107.951
1482.405	112.742
1404.680	122.253
1297.188	153.718
1165.481	194.475
1011.726	250.373
866.655	301.223
770.925	347.355
695.859	392.740
621.903	422.055
575.822	452.209
501.466	479.101
444.243	500.891
420.010	523.611
401.785	563.366
399.873	604.761
422.158	631.653
456.386	659.055
547.110	694.820
636.705	738.036
722.386	788.760
790.406	836.641
884.079	892.975
990.788	941.148
1077.579	994.094
1161.330	1042.630
1242.787	1092.716
1281.239	1122.359
1338.080	1153.606
1395.268	1203.108
1450.853	1244.102
1502.796	1296.483
1535.058	1342.323
1592.391	1403.978
1654.039	1474.907
1698.063	1541.354
1732.801	1597.597
1761.968	1649.177
1779.720	1698.333
1790.935	1759.259
1780.593	1830.825
1767.758	1866.262
1736.042	1936.863
1697.462	1987.495
1656.934	2064.855
1600.730	2122.775
1544.708	2165.372
1457.170	2193.868
1358.854	2205.164
1262.068	2223.274
1162.040	2241.822
1055.568	2254.320
989.587	2268.896
911.407	2283.471
805.117	2305.626
699.209	2317.997
613.073	2336.417
513.209	2357.807
399.163	2393.809
304.743	2420.755
221.739	2446.390
168.721	2475.578
111.316	2506.952
64.288	2536.796
26.199	2561.993
2.640	3009.501
32.790	3034.735
60.828	3058.202
93.764	3095.024
128.211	3133.230
171.106	3152.342
218.334	3174.479
257.479	3189.765
318.271	3209.352
392.681	3238.794
448.976	3245.043
512.153	3254.098
592.518	3247.867
687.156	3239.067
756.523	3243.786
827.547	3239.632
875.486	3247.229
917.689	3247.922
976.023	3246.537
1089.996	3240.889
1186.146	3236.553
1278.490	3246.191
1375.932	3271.279
1429.314	3275.033
1493.729	3284.143
1542.833	3301.888
1613.383	3317.338
1690.325	3334.483
1750.807	3340.933
1827.275	3349.842
1915.159	3365.219
1984.654	3369.082
2050.343	3371.578
2127.430	3351.154
2174.677	3333.663
2230.862	3312.273
2318.091	3278.604
2368.596	3259.127
2430.207	3234.658
2493.785	3211.483
2551.409	3197.509
2600.494	3177.413
2684.827	3163.948
3030.736	1857.626
3014.149	1806.940
2989.534	1725.899
2965.756	1670.275
2939.029	1590.328
2923.899	1528.454
2914.122	1468.986
2905.820	1405.764
2895.460	1331.483
2882.115	1237.069
2882.770	1155.355
2879.966	1089.983
2887.722	1027.636
2895.296	974.107
2921.004	937.085
2936.407	895.435
2964.427	856.682
3004.809	801.477
